artist1,artist1_normalized,artist2,artist2_normalized,shows_together
"Henry Wade ""CD Release","henry wade ""cd release",Vincent Draper,vincent draper,1
Claire Elise,claire elise,Vincent Draper,vincent draper,1
Claire Elise,claire elise,"Henry Wade ""CD Release","henry wade ""cd release",1
Charles Elsworth,charles elsworth,Vincent Draper,vincent draper,1
Charles Elsworth,charles elsworth,"Henry Wade ""CD Release","henry wade ""cd release",1
Charles Elsworth,charles elsworth,Claire Elise,claire elise,1
L'anarchiste,l'anarchiste,Timmy The Teeth,timmy the teeth,1
Timmy The Teeth,timmy the teeth,Westward The Tide,westward the tide,1
L'anarchiste,l'anarchiste,Westward The Tide,westward the tide,1
Book On Tape Worm,book on tape worm,Imperial Mammoth,imperial mammoth,1
Denys Fedotov,denys fedotov,Mike Wilson,mike wilson,1
Elizabeth Holden,elizabeth holden,Mike Wilson,mike wilson,1
Denys Fedotov,denys fedotov,Elizabeth Holden,elizabeth holden,1
Kevin Edwards,kevin edwards,Mike Wilson,mike wilson,1
Kambree,kambree,Telesomniac,telesomniac,1
Sam Cooley,sam cooley,Tal Haslam,tal haslam,1
Aubrey Auclair,aubrey auclair,Sam Cooley,sam cooley,1
Kaytlin Numbers,kaytlin numbers,Talin Everett,talin everett,1
Homestyle Dinner Rolls,homestyle dinner rolls,W/ Queenadilla,w/ queenadilla,1
Southernmost Gravy,southernmost gravy,W/ Queenadilla,w/ queenadilla,1
Down River,down river,Homestyle Dinner Rolls,homestyle dinner rolls,1
Down River,down river,Southernmost Gravy,southernmost gravy,1
Down River,down river,W/ Queenadilla,w/ queenadilla,1
Frantic Memories,frantic memories,Kieran Hellum,kieran hellum,1
Garon Brett,garon brett,Jordan Moyes,jordan moyes,1
Foothill Drive,foothill drive,Superflow,superflow,1
Harbor Patrol,harbor patrol,No Jure,no jure,1
Harbor Patrol,harbor patrol,Lady Denim,lady denim,1
Lady Denim,lady denim,No Jure,no jure,1
Breaker,breaker,Nathan Hardyman,nathan hardyman,1
Lovingly Clad,lovingly clad,Viridian,viridian,1
Bonneville,bonneville,New American Gothic,new american gothic,1
New American Gothic,new american gothic,With Andrea,with andrea,1
Jacob Westfall,jacob westfall,Mac Wright,mac wright,1
Jacob Westfall,jacob westfall,The Generous,the generous,1
James Robin,james robin,Mac Wright,mac wright,1
Jacob Westfall,jacob westfall,James Robin,james robin,1
James Robin,james robin,The Generous,the generous,1
Local Kin,local kin,Mac Wright,mac wright,1
Jacob Westfall,jacob westfall,Local Kin,local kin,1
Local Kin,local kin,The Generous,the generous,1
James Robin,james robin,Local Kin,local kin,1
Homestyle Dinner Rolls,homestyle dinner rolls,Southernmost Gravy,southernmost gravy,1
Lovingly Clad,lovingly clad,Merchants of Venice,merchants of venice,1
Cannibal Queen,cannibal queen,The What-Nots,the what-nots,1
Lighten Up Francis,lighten up francis,Wild Flour,wild flour,1
New American Gothic,new american gothic,The What-Nots,the what-nots,1
Amy Geis,amy geis,Iris,iris,1
Emily Bea,emily bea,Iris,iris,1
Amy Geis,amy geis,Emily Bea,emily bea,1
Bellagrace,bellagrace,Iris,iris,1
Amy Geis,amy geis,Bellagrace,bellagrace,1
Bellagrace,bellagrace,Emily Bea,emily bea,1
Lazy Loners,lazy loners,Lighten Up Francis,lighten up francis,1
Lazy Loners,lazy loners,The Lip,the lip,1
Lighten Up Francis,lighten up francis,The Lip,the lip,1
Lazy Loners,lazy loners,Wild Flour,wild flour,1
The Lip,the lip,Wild Flour,wild flour,1
Ignatious,ignatious,Lovingly Clad,lovingly clad,1
Mountain Strings,mountain strings,Wilbere,wilbere,1
Lipsill,lipsill,Zach Whitaker,zach whitaker,1
Lipsill,lipsill,Trey Bishop,trey bishop,1
Trey Bishop,trey bishop,Zach Whitaker,zach whitaker,1
IZAK,izak,Lipsill,lipsill,1
IZAK,izak,Zach Whitaker,zach whitaker,1
IZAK,izak,Trey Bishop,trey bishop,1
Ferrin,ferrin,Jordan Moyes,jordan moyes,1
Ignatious,ignatious,Merchants of Venice,merchants of venice,1
Ignatious,ignatious,Viridian,viridian,1
Merchants of Venice,merchants of venice,Viridian,viridian,1
Candid!,candid!,Kaytlin Numbers,kaytlin numbers,1
By,by,The Adventures of Walter Ergo + Orcamind,the adventures of walter ergo + orcamind,1
18SOLD OUT! CITIZEN SOLDIER,18sold out! citizen soldier,Hollow Hill,hollow hill,1
Graveljaw,graveljaw,Star Crossed Loners,star crossed loners,1
Henniker,henniker,the Breakers,the breakers,1
Blake,blake,the Breakers,the breakers,1
Comply or Evict,comply or evict,Swerved By Blondes,swerved by blondes,1
Health Care,health care,Swerved By Blondes,swerved by blondes,1
Comply or Evict,comply or evict,Health Care,health care,1
Running Sons,running sons,Swerved By Blondes,swerved by blondes,1
Comply or Evict,comply or evict,Running Sons,running sons,1
Health Care,health care,Running Sons,running sons,1
Graveljaw,graveljaw,Rosetan,rosetan,1
Graveljaw,graveljaw,New American Gothic,new american gothic,1
New American Gothic,new american gothic,Rosetan,rosetan,1
Rosetan,rosetan,Star Crossed Loners,star crossed loners,1
Avintaquin,avintaquin,Michael Barrow,michael barrow,1
New American Gothic,new american gothic,Star Crossed Loners,star crossed loners,1
Jared Ferrin,jared ferrin,"New Band Showcase"" CANDID!","new band showcase"" candid!",1
Hasha,hasha,"New Band Showcase"" CANDID!","new band showcase"" candid!",1
Hasha,hasha,Jared Ferrin,jared ferrin,1
Lonnefelt,lonnefelt,"New Band Showcase"" CANDID!","new band showcase"" candid!",1
Jared Ferrin,jared ferrin,Lonnefelt,lonnefelt,1
Hasha,hasha,Lonnefelt,lonnefelt,1
Caysen Wright,caysen wright,Kaleb Shelley,kaleb shelley,1
Caysen Wright,caysen wright,Mt. Everett,mt. everett,1
Kaleb Shelley,kaleb shelley,Mt. Everett,mt. everett,1
Caysen Wright,caysen wright,Late for What,late for what,1
A Few Feet High,a few feet high,the Breakers,the breakers,1
"New Band Showcase"" Runaway Fire","new band showcase"" runaway fire",the Breakers,the breakers,1
Blake,blake,Henniker,henniker,1
A Few Feet High,a few feet high,Blake,blake,1
Avintaquin,avintaquin,the Tourists,the tourists,1
19 Miles Per Hour + No Such Animal,19 miles per hour + no such animal,Homestyle Dinner Rolls,homestyle dinner rolls,1
Ferrin,ferrin,The Valley,the valley,1
Ferrin,ferrin,Sky Olson,sky olson,1
Ava Liv Mabry,ava liv mabry,Cactus Tree,cactus tree,1
Antelope Island,antelope island,The Lazy Loners,the lazy loners,1
Loafa,loafa,Supertime,supertime,1
"New Band Showcase"" If","new band showcase"" if",Supertime,supertime,1
Loafa,loafa,"New Band Showcase"" If","new band showcase"" if",1
Supertime,supertime,When,when,1
Loafa,loafa,When,when,1
"New Band Showcase"" If","new band showcase"" if",When,when,1
Supertime,supertime,The Lip,the lip,1
Loafa,loafa,The Lip,the lip,1
"New Band Showcase"" If","new band showcase"" if",The Lip,the lip,1
The Lip,the lip,When,when,1
Afternoon All Night,afternoon all night,The Bombshell Flowers,the bombshell flowers,1
Afternoon All Night,afternoon all night,Lovingly Clad,lovingly clad,1
Lovingly Clad,lovingly clad,The Bombshell Flowers,the bombshell flowers,1
A Few Feet High,a few feet high,"New Band Showcase"" Runaway Fire","new band showcase"" runaway fire",1
Henniker,henniker,"New Band Showcase"" Runaway Fire","new band showcase"" runaway fire",1
A Few Feet High,a few feet high,Henniker,henniker,1
Blake,blake,"New Band Showcase"" Runaway Fire","new band showcase"" runaway fire",1
The Plastic Cherries,the plastic cherries,The What-Nots,the what-nots,1
New American Gothic,new american gothic,The Plastic Cherries,the plastic cherries,1
Late for What,late for what,Mt. Everett,mt. everett,1
Nogusman,nogusman,Tyler Gould,tyler gould,1
John Allred,john allred,Michael Barrow,michael barrow,1
Ben Reneer,ben reneer,Michael Barrow,michael barrow,1
John Allred,john allred,the Tourists,the tourists,1
Ben Reneer,ben reneer,the Tourists,the tourists,1
Homestyle Dinner Rolls,homestyle dinner rolls,Loafa,loafa,1
Loafa,loafa,w/ No Such Animal,w/ no such animal,1
Avintaquin,avintaquin,Tanner Averill,tanner averill,1
By,by,Nogusman,nogusman,1
By,by,The By,the by,1
Nogusman,nogusman,The By,the by,1
By,by,Tyler Gould,tyler gould,1
The By,the by,Tyler Gould,tyler gould,1
Half Life,half life,The Schwacksters,the schwacksters,1
By,by,Skylar Geer,skylar geer,1
Nogusman,nogusman,Skylar Geer,skylar geer,1
Skylar Geer,skylar geer,The By,the by,1
Skylar Geer,skylar geer,Tyler Gould,tyler gould,1
Leven,leven,Rachel James,rachel james,1
Botanical Animal,botanical animal,Miicah,miicah,1
Id Rather Be,id rather be,Kid Presentable,kid presentable,1
Care,care,Kid Presentable,kid presentable,1
Care,care,Id Rather Be,id rather be,1
Ideal Horizon,ideal horizon,Kid Presentable,kid presentable,1
Id Rather Be,id rather be,Ideal Horizon,ideal horizon,1
Ben Reneer,ben reneer,John Allred,john allred,1
Half Life,half life,Ignatious,ignatious,1
Cannibal Queen,cannibal queen,New American Gothic,new american gothic,1
Judd Warrick,judd warrick,Paul Jacobsen,paul jacobsen,1
CalJo,caljo,Cataract,cataract,1
CalJo,caljo,The Apology Club,the apology club,1
CalJo,caljo,Door City,door city,1
Alli Barker,alli barker,Emjay Hink,emjay hink,1
Emjay Hink,emjay hink,Lunar Spirit,lunar spirit,1
Alli Barker,alli barker,Lunar Spirit,lunar spirit,1
Emjay Hink,emjay hink,Talin Everett,talin everett,1
Alli Barker,alli barker,Talin Everett,talin everett,1
Lunar Spirit,lunar spirit,Talin Everett,talin everett,1
Emma Nissen,emma nissen,Ryan Innes,ryan innes,1
Kimball Frank,kimball frank,Paul Jacobsen,paul jacobsen,1
Judd Warrick,judd warrick,Kimball Frank,kimball frank,1
Half Life,half life,Kinnen,kinnen,1
Poolhouse,poolhouse,Third Ward,third ward,1
Fairweather Friends,fairweather friends,Ruca 83,ruca 83,1
19 Miles Per Hour,19 miles per hour,Ruca 83,ruca 83,1
19 Miles Per Hour,19 miles per hour,Fairweather Friends,fairweather friends,1
Caleb Darger,caleb darger,Seaslak,seaslak,1
Caleb Darger,caleb darger,Goldmyth,goldmyth,1
Goldmyth,goldmyth,Seaslak,seaslak,1
Lazy Loners,lazy loners,Lønnefelt,lønnefelt,1
Ignatious,ignatious,Kinnen,kinnen,1
Kinnen,kinnen,The Schwacksters,the schwacksters,1
Ignatious,ignatious,The Schwacksters,the schwacksters,1
Care,care,Ideal Horizon,ideal horizon,1
Wild Flour,wild flour,With Andrea,with andrea,1
Internet Lover Boys,internet lover boys,Shelle,shelle,1
Hockey House,hockey house,Lucy Chris,lucy chris,1
Beeson,beeson,Hasha,hasha,1
Hana Eid,hana eid,Hasha,hasha,1
Beeson,beeson,Sabrina Fair,sabrina fair,1
Hana Eid,hana eid,Sabrina Fair,sabrina fair,1
Hasha,hasha,Sabrina Fair,sabrina fair,1
Anna Beck,anna beck,Kira Dawn,kira dawn,1
Drusky,drusky,Kira Dawn,kira dawn,1
Anna Beck,anna beck,Drusky,drusky,1
Goldmyth,goldmyth,Kira Dawn,kira dawn,1
Anna Beck,anna beck,Goldmyth,goldmyth,1
Drusky,drusky,Goldmyth,goldmyth,1
AURHE,aurhe,Hockey House,hockey house,1
Dahbose,dahbose,Internet Lover Boys,internet lover boys,1
AURHE,aurhe,Lucy Chris,lucy chris,1
Down River,down river,Hockey House,hockey house,1
Down River,down river,Lucy Chris,lucy chris,1
AURHE,aurhe,Down River,down river,1
Cesley,cesley,Mel Soul,mel soul,1
Lunar Spirit,lunar spirit,Mel Soul,mel soul,1
Cesley,cesley,Lunar Spirit,lunar spirit,1
Mel Soul,mel soul,Paige Fish,paige fish,1
Cesley,cesley,Paige Fish,paige fish,1
Lunar Spirit,lunar spirit,Paige Fish,paige fish,1
Cannibal Queen,cannibal queen,The Plastic Cherries,the plastic cherries,1
Beeson,beeson,Hana Eid,hana eid,1
Albert,albert,Jenn Blosil,jenn blosil,1
Jenn Blosil,jenn blosil,Leeseul,leeseul,1
Albert,albert,Leeseul,leeseul,1
Dahbose,dahbose,Shelle,shelle,1
Dead Metro,dead metro,Internet Lover Boys,internet lover boys,1
Dead Metro,dead metro,Shelle,shelle,1
Dahbose,dahbose,Dead Metro,dead metro,1
Bonneville,bonneville,Painted Roses,painted roses,1
Lovingly Clad,lovingly clad,Mom Dad,mom dad,1
Lovingly Clad,lovingly clad,Me,me,1
Leetham,leetham,Utopian Nightmare,utopian nightmare,1
Die Shiny,die shiny,Leetham,leetham,1
Die Shiny,die shiny,Utopian Nightmare,utopian nightmare,1
Leetham,leetham,Sleepy Moon Ray,sleepy moon ray,1
Sleepy Moon Ray,sleepy moon ray,Utopian Nightmare,utopian nightmare,1
Die Shiny,die shiny,Sleepy Moon Ray,sleepy moon ray,1
Debra fotheringham,debra fotheringham,Rachel James,rachel james,1
Libbie Linton,libbie linton,Rachel James,rachel james,1
Debra fotheringham,debra fotheringham,Stephanie Mabey,stephanie mabey,1
Rachel James,rachel james,Stephanie Mabey,stephanie mabey,1
Mia Grace,mia grace,Mindy Gledhill,mindy gledhill,1
Dune Moss,dune moss,Mia Grace,mia grace,1
Dune Moss,dune moss,Mindy Gledhill,mindy gledhill,1
Cherish Degraaf,cherish degraaf,Little Moon,little moon,1
Little Moon,little moon,Orcamind,orcamind,1
Faith Marie,faith marie,Leeseul,leeseul,1
Kaleb Shelley,kaleb shelley,Late for What,late for what,1
Brandon Robbins,brandon robbins,Scott Shepard,scott shepard,1
Cataract,cataract,Door City,door city,1
Lazy Loners,lazy loners,No Such Animal,no such animal,1
Dahbose,dahbose,Kaytlin Numbers,kaytlin numbers,1
Dahbose,dahbose,Jake Ruplinger,jake ruplinger,1
Kaytlin Numbers,kaytlin numbers,Kira Walk,kira walk,1
Jake Ruplinger,jake ruplinger,Kira Walk,kira walk,1
Dahbose,dahbose,Kira Walk,kira walk,1
Backspun,backspun,Raining Pouring,raining pouring,1
Miss Valentine,miss valentine,Raining Pouring,raining pouring,1
Backspun,backspun,Miss Valentine,miss valentine,1
New American Gothic,new american gothic,Raining Pouring,raining pouring,1
Backspun,backspun,New American Gothic,new american gothic,1
Miss Valentine,miss valentine,New American Gothic,new american gothic,1
Justin Warnick,justin warnick,No Such Animal,no such animal,1
Hockey House,hockey house,Sky Olson,sky olson,1
Justin Warnick,justin warnick,Lazy Loners,lazy loners,1
Komas,komas,Seventh Seal,seventh seal,1
Caysen Wright,caysen wright,Komas,komas,1
Caysen Wright,caysen wright,Seventh Seal,seventh seal,1
Komas,komas,Something We Know,something we know,1
Seventh Seal,seventh seal,Something We Know,something we know,1
Caysen Wright,caysen wright,Something We Know,something we know,1
Drusky,drusky,Seaslak,seaslak,1
Cardinal Bloom,cardinal bloom,Seaslak,seaslak,1
Cardinal Bloom,cardinal bloom,Drusky,drusky,1
Seaslak,seaslak,Talin Everett,talin everett,1
Jake Ruplinger,jake ruplinger,Kaytlin Numbers,kaytlin numbers,1
Derm,derm,Sunsleeper,sunsleeper,1
Angie Petty,angie petty,Jumpmonk,jumpmonk,1
The Plastic Cherries,the plastic cherries,The Rubies,the rubies,1
Jumpmonk,jumpmonk,Mykah,mykah,1
Lucy Chris,lucy chris,Mowth,mowth,1
Lucy Chris,lucy chris,Maren Gayle,maren gayle,1
Maren Gayle,maren gayle,Mowth,mowth,1
Lucy Chris,lucy chris,The What-Nots,the what-nots,1
Mowth,mowth,The What-Nots,the what-nots,1
Beeson,beeson,Mia Grace,mia grace,1
Beeson,beeson,Cactus Tree,cactus tree,1
Cactus Tree,cactus tree,Mia Grace,mia grace,1
Mia Grace,mia grace,Paige Fish,paige fish,1
Cactus Tree,cactus tree,Paige Fish,paige fish,1
Lunar Spirit,lunar spirit,The Plastic Cherries,the plastic cherries,1
Derm,derm,Say it Back,say it back,1
Lunar Spirit,lunar spirit,The Rubies,the rubies,1
26fix,26fix,The Plastic Cherries,the plastic cherries,1
26fix,26fix,The Rubies,the rubies,1
26fix,26fix,Lunar Spirit,lunar spirit,1
James Robin,james robin,Tallulah Devi,tallulah devi,1
etc,etc,Swerved By Blondes,swerved by blondes,1
MAHD,mahd,Swerved By Blondes,swerved by blondes,1
etc,etc,MAHD,mahd,1
Say it Back,say it back,Sunfish,sunfish,1
Say it Back,say it back,Sunsleeper,sunsleeper,1
Derm,derm,Sunfish,sunfish,1
Drusky,drusky,Talin Everett,talin everett,1
Cardinal Bloom,cardinal bloom,Talin Everett,talin everett,1
Lantern By Sea,lantern by sea,Poolhouse,poolhouse,1
Pop Warner,pop warner,Princess Peach,princess peach,1
Alaina Hirschi,alaina hirschi,W/Karan Reddy,w/karan reddy,1
Brian Higgins,brian higgins,W/Karan Reddy,w/karan reddy,1
Alaina Hirschi,alaina hirschi,Daniel Spencer + Christian Ledek,daniel spencer + christian ledek,1
Brian Higgins,brian higgins,Daniel Spencer + Christian Ledek,daniel spencer + christian ledek,1
Daniel Spencer + Christian Ledek,daniel spencer + christian ledek,W/Karan Reddy,w/karan reddy,1
Afternoon All Night,afternoon all night,Frantic Memories,frantic memories,1
"Astle Family Showcase""Collette Astle","astle family showcase""collette astle",Callery Pears,callery pears,1
"Astle Family Showcase""Collette Astle","astle family showcase""collette astle",Pop Warner,pop warner,1
Callery Pears,callery pears,Pop Warner,pop warner,1
"Astle Family Showcase""Collette Astle","astle family showcase""collette astle",Princess Peach,princess peach,1
Callery Pears,callery pears,Princess Peach,princess peach,1
Muninn,muninn,Southernmost Gravy,southernmost gravy,1
Lantern By Sea,lantern by sea,Paige Fish,paige fish,1
Homephone,homephone,Kippersnack,kippersnack,1
Hoppy,hoppy,No Such Animal,no such animal,1
Drusky,drusky,No Such Animal,no such animal,1
Drusky,drusky,Hoppy,hoppy,1
Callery Pears,callery pears,No Such Animal,no such animal,1
Callery Pears,callery pears,Hoppy,hoppy,1
Callery Pears,callery pears,Drusky,drusky,1
Garon Brett,garon brett,S2cool,s2cool,1
Jumpmonk,jumpmonk,S2cool,s2cool,1
Garon Brett,garon brett,Jumpmonk,jumpmonk,1
Hollow Hill,hollow hill,Homestyle D.R,homestyle d.r,1
Alaina Hirschi,alaina hirschi,Brian Higgins,brian higgins,1
+ DJ Jaws,+ dj jaws,Daphne Loves Derby,daphne loves derby,1
Daphne Loves Derby,daphne loves derby,Rookie of the Year,rookie of the year,1
+ DJ Jaws,+ dj jaws,Rookie of the Year,rookie of the year,1
Paige Fish,paige fish,Poolhouse,poolhouse,1
Lantern By Sea,lantern by sea,With Andrea,with andrea,1
Poolhouse,poolhouse,With Andrea,with andrea,1
Paige Fish,paige fish,With Andrea,with andrea,1
Goodgrim,goodgrim,Homephone,homephone,1
Caleb Darger,caleb darger,Quixote,quixote,1
Jordan Finlay,jordan finlay,Quixote,quixote,1
Caleb Darger,caleb darger,Jordan Finlay,jordan finlay,1
Chac Xol,chac xol,Quixote,quixote,1
Caleb Darger,caleb darger,Chac Xol,chac xol,1
Chac Xol,chac xol,Jordan Finlay,jordan finlay,1
Paul Jacobsen,paul jacobsen,Sego,sego,1
Paul Jacobsen,paul jacobsen,Pinguin Mofex,pinguin mofex,1
Pinguin Mofex,pinguin mofex,Sego,sego,1
Mac Wright,mac wright,Paul Jacobsen,paul jacobsen,1
Mac Wright,mac wright,Sego,sego,1
Mac Wright,mac wright,Pinguin Mofex,pinguin mofex,1
Seaslak,seaslak,Spirit City,spirit city,1
Cactus Tree,cactus tree,Spirit City,spirit city,1
Brother,brother,Spirit City,spirit city,1
Brother,brother,Seaslak,seaslak,1
Brother,brother,Cactus Tree,cactus tree,1
Chi Chi Le Mot,chi chi le mot,Rosetan,rosetan,1
Chloe Mae,chloe mae,Jumpmonk,jumpmonk,1
Chloe Mae,chloe mae,Mykah,mykah,1
Scott Shepard,scott shepard,Spencer Petersen + Paul Jacobsen,spencer petersen + paul jacobsen,1
Antelope Island,antelope island,TAG,tag,1
1.Lighten Up,1.lighten up,Francis 2.Antelope Island 3.Jumpmonk 4.Comply or Evict,francis 2.antelope island 3.jumpmonk 4.comply or evict,1
